name;color;cmc;type;subtype;set;rarity;text;power;toughness;price_usd;price_eur;price_usd_foil;year
Daru Warchief;W;4;Creature;Human Soldier;scg;uncommon;"Soldier spells you cast cost {1} less to cast.
Soldier creatures you control get +1/+2.";1;1;1.07;0.39;3.20;2003
Dogpile;R;4;Instant;;rav;common;Dogpile deals damage to any target equal to the number of attacking creatures you control.;;;0.12;0.01;0.23;2005
Night Market Aeronaut;B;4;Creature;Aetherborn Warrior;aer;common;"Flying
Revolt — Night Market Aeronaut enters the battlefield with a +1/+1 counter on it if a permanent you controlled left the battlefield this turn.";2;2;0.02;0.1;0.19;2017
Bloodfire Infusion;R;3;Enchantment;Aura;apc;common;"Enchant creature you control
{R}, Sacrifice enchanted creature: Bloodfire Infusion deals damage equal to the sacrificed creature's power to each creature.";;;0.09;0.39;0.35;2001
Wood Elves;G;3;Creature;Elf Scout;7ed;common;When Wood Elves enters the battlefield, search your library for a Forest card and put that card onto the battlefield. Then shuffle your library.;1;1;0.82;0.37;35.17;2001
Ostiary Thrull;BW;4;Creature;Thrull;gpt;common;{W}, {T}: Tap target creature.;2;2;0.05;0.02;0.19;2006
Deadbridge Chant;BG;6;Enchantment;;dgm;mythic;"When Deadbridge Chant enters the battlefield, mill ten cards.
At the beginning of your upkeep, choose a card at random in your graveyard. If it's a creature card, put it onto the battlefield. Otherwise, put it into your hand.";;;1.02;0.3;5.89;2013
Basri's Lieutenant;W;4;Creature;Human Knight;m21;rare;"Vigilance, protection from multicolored
When Basri's Lieutenant enters the battlefield, put a +1/+1 counter on target creature you control.
Whenever Basri's Lieutenant or another creature you control dies, if it had a +1/+1 counter on it, create a 2/2 white Knight creature token with vigilance.";3;4;0.26;0.25;0.43;2020
Pyrotechnics;R;5;Sorcery;;leg;common;Pyrotechnics deals 4 damage divided as you choose among any number of targets.;;;0.43;0.33;;1994
Xathrid Necromancer;B;3;Creature;Human Wizard;m14;rare;Whenever Xathrid Necromancer or another Human creature you control dies, create a tapped 2/2 black Zombie creature token.;2;2;0.38;0.27;1.20;2013
Wharf Infiltrator;U;2;Creature;Human Horror;emn;rare;"Skulk (This creature can't be blocked by creatures with greater power.)
Whenever Wharf Infiltrator deals combat damage to a player, you may draw a card. If you do, discard a card.
Whenever you discard a creature card, you may pay {2}. If you do, create a 3/2 colorless Eldrazi Horror creature token.";1;1;0.17;0.18;0.46;2016
Surging Sentinels;W;3;Creature;Human Soldier;csp;common;"First strike
Ripple 4 (When you cast this spell, you may reveal the top four cards of your library. You may cast spells with the same name as this spell from among those cards without paying their mana costs. Put the rest on the bottom of your library.)";2;1;0.09;0.02;0.55;2006
Swift Spinner;G;4;Creature;Spider;emn;common;"Flash (You may cast this spell any time you could cast an instant.)
Reach (This creature can block creatures with flying.)";2;3;0.06;0.02;0.22;2016
Lignify;G;2;Tribal Enchantment;Treefolk Aura;lrw;common;"Enchant creature
Enchanted creature is a Treefolk with base power and toughness 0/4 and loses all abilities.";;;0.69;0.28;6.68;2007
Chromatic Armor;UW;3;Enchantment;Aura;ice;rare;"Enchant creature
As Chromatic Armor enters the battlefield, choose a color.
Chromatic Armor enters the battlefield with a sleight counter on it.
Prevent all damage that would be dealt to enchanted creature by sources of the last chosen color.
{X}: Put a sleight counter on Chromatic Armor and choose a color. X is the number of sleight counters on Chromatic Armor.";;;0.8;0.27;;1995
Memory's Journey;GU;2;Instant;;isd;uncommon;"Target player shuffles up to three target cards from their graveyard into their library.
Flashback {G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)";;;0.19;0.26;2.92;2011
Reflecting Pool;;0;Land;;shm;rare;{T}: Add one mana of any type that a land you control could produce.;;;;;44.47;2008
Endless Whispers;B;4;Enchantment;;5dn;rare;"Each creature has ""When this creature dies, choose target opponent. That player puts this card from its owner's graveyard onto the battlefield under their control at the beginning of the next end step.""";;;2.66;0.2;7.33;2004
Talon Trooper;UW;3;Creature;Bird Scout;arb;common;Flying;2;3;0.07;0.01;0.14;2009
Nuisance Engine;;3;Artifact;;mrd;uncommon;{2}, {T}: Create a 0/1 colorless Pest artifact creature token.;;;0.13;0.02;0.93;2003
Temporal Mastery;U;7;Sorcery;;avr;mythic;"Take an extra turn after this one. Exile Temporal Mastery.
Miracle {1}{U} (You may cast this card for its miracle cost when you draw it if it's the first card you drew this turn.)";;;6.18;7.99;21.52;2012
Gladecover Scout;G;1;Creature;Elf Scout;m12;common;Hexproof (This creature can't be the target of spells or abilities your opponents control.);1;1;0.21;0.34;2.67;2011
Rebuke;W;3;Instant;;isd;common;Destroy target attacking creature.;;;0.08;0.1;0.12;2011
Roots of Life;G;3;Enchantment;;mir;uncommon;"As Roots of Life enters the battlefield, choose Island or Swamp.
Whenever a land of the chosen type an opponent controls becomes tapped, you gain 1 life.";;;0.18;0.15;;1996
Twitch;U;3;Instant;;wwk;common;"You may tap or untap target artifact, creature, or land.
Draw a card.";;;0.07;0.01;0.25;2010
Ophidian Eye;U;3;Enchantment;Aura;tsp;common;"Flash (You may cast this spell any time you could cast an instant.)
Enchant creature
Whenever enchanted creature deals damage to an opponent, you may draw a card.";;;1.83;0.2;15.06;2006
Aluren;G;4;Enchantment;;tmp;rare;Any player may cast creature spells with converted mana cost 3 or less without paying their mana costs and as though they had flash.;;;49.54;27.0;;1997
Vizier of Deferment;W;3;Creature;Human Cleric;akh;uncommon;"Flash
When Vizier of Deferment enters the battlefield, you may exile target creature if it attacked or blocked this turn. Return that card to the battlefield under its owner's control at the beginning of the next end step.";2;2;0.06;0.05;0.35;2017
Ranger's Path;G;4;Sorcery;;m13;common;Search your library for up to two Forest cards and put them onto the battlefield tapped. Then shuffle your library.;;;0.2;0.49;1.91;2012
Skyshroud Elf;GRW;2;Creature;Elf Druid;tmp;common;"{T}: Add {G}.
{1}: Add {R} or {W}.";1;1;0.15;0.03;;1997
Gempalm Incinerator;R;3;Creature;Goblin;lgn;uncommon;"Cycling {1}{R} ({1}{R}, Discard this card: Draw a card.)
When you cycle Gempalm Incinerator, you may have it deal X damage to target creature, where X is the number of Goblins on the battlefield.";2;1;0.77;0.28;11.04;2003
Trail of Crumbs;G;2;Enchantment;;eld;uncommon;"When Trail of Crumbs enters the battlefield, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")
Whenever you sacrifice a Food, you may pay {1}. If you do, look at the top two cards of your library. You may reveal a permanent card from among them and put it into your hand. Put the rest on the bottom of your library in any order.";;;0.14;0.09;0.19;2019
Basri, Devoted Paladin;W;6;Legendary Planeswalker;Basri;m21;mythic;"+1: Put a +1/+1 counter on up to one target creature. It gains vigilance until end of turn.
−1: Whenever a creature attacks this turn, put a +1/+1 counter on it.
−6: Creatures you control get +2/+2 and gain flying until end of turn.";;;;;4.41;2020
Shefet Monitor;G;6;Creature;Lizard;akh;uncommon;"Cycling {3}{G} ({3}{G}, Discard this card: Draw a card.)
When you cycle Shefet Monitor, you may search your library for a basic land card or a Desert card, put it onto the battlefield, then shuffle your library. (Do this before you draw.)";6;5;0.12;0.1;0.61;2017
Fountain of Renewal;;1;Artifact;;m19;uncommon;"At the beginning of your upkeep, you gain 1 life.
{3}, Sacrifice Fountain of Renewal: Draw a card.";;;0.39;0.22;1.14;2018
Aura of Dominion;U;2;Enchantment;Aura;chk;uncommon;"Enchant creature
{1}, Tap an untapped creature you control: Untap enchanted creature.";;;0.21;0.04;0.94;2004
Bellowing Fiend;B;5;Creature;Spirit;tmp;rare;"Flying
Whenever Bellowing Fiend deals damage to a creature, Bellowing Fiend deals 3 damage to that creature's controller and 3 damage to you.";3;3;0.25;0.26;;1997
Opal Champion;W;3;Enchantment;;ulg;common;When an opponent casts a creature spell, if Opal Champion is an enchantment, Opal Champion becomes a 3/3 Knight creature with first strike.;;;0.09;0.03;0.47;1999
Ritual of Soot;B;4;Sorcery;;grn;rare;Destroy all creatures with converted mana cost 3 or less.;;;0.31;0.79;1.13;2018
Infernal Medusa;B;5;Creature;Gorgon;leg;uncommon;"Whenever Infernal Medusa blocks a creature, destroy that creature at end of combat.
Whenever Infernal Medusa becomes blocked by a non-Wall creature, destroy that creature at end of combat.";2;4;4.4;1.95;;1994
Azorius Charm;UW;2;Instant;;rtr;uncommon;"Choose one —
• Creatures you control gain lifelink until end of turn.
• Draw a card.
• Put target attacking or blocking creature on top of its owner's library.";;;0.28;0.45;5.24;2012
Canyon Jerboa;W;3;Creature;Mouse;znr;uncommon;Landfall — Whenever a land enters the battlefield under your control, creatures you control get +1/+1 until end of turn.;1;2;0.05;0.06;0.13;2020
Sanitarium Skeleton;B;1;Creature;Skeleton;soi;common;{2}{B}: Return Sanitarium Skeleton from your graveyard to your hand.;1;2;0.06;0.05;0.22;2016
Viashino Outrider;R;3;Creature;Viashino;usg;common;Echo {2}{R} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.);4;3;0.11;0.02;;1998
Fissure;R;5;Instant;;4bb;common;Destroy target creature or land. It can't be regenerated.;;;;;;1995
Sarkhan the Mad;BR;5;Legendary Planeswalker;Sarkhan;roe;mythic;"0: Reveal the top card of your library and put it into your hand. Sarkhan the Mad deals damage to himself equal to that card's converted mana cost.
−2: Target creature's controller sacrifices it, then that player creates a 5/5 red Dragon creature token with flying.
−4: Each Dragon creature you control deals damage equal to its power to target player or planeswalker.";;;3.35;2.5;9.17;2010
Gale Force;G;5;Sorcery;;chk;uncommon;Gale Force deals 5 damage to each creature with flying.;;;0.09;0.05;;2004
Damnation;B;4;Sorcery;;plc;rare;Destroy all creatures. They can't be regenerated.;;;41.85;19.44;79.68;2007
Thunderscape Familiar;R;2;Creature;Kavu;pls;common;"First strike
Black spells and green spells you cast cost {1} less to cast.";1;1;0.19;0.1;3.40;2001
Viashino Bey;R;4;Creature;Viashino;ulg;common;If Viashino Bey attacks, all creatures you control attack if able.;4;3;0.07;0.01;0.48;1999
Flashfires;R;4;Sorcery;;6ed;uncommon;Destroy all Plains.;;;0.16;0.15;;1999
Blightwidow;G;4;Creature;Spider;mbs;common;"Reach (This creature can block creatures with flying.)
Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)";2;4;0.19;0.25;0.63;2011
Gyre Engineer;GU;3;Creature;Vedalken Wizard;rna;uncommon;{T}: Add {G}{U}.;1;1;0.11;0.16;0.65;2019
Drop of Honey;G;1;Enchantment;;arn;rare;"At the beginning of your upkeep, destroy the creature with the least power. It can't be regenerated. If two or more creatures are tied for least power, you choose one of them.
When there are no creatures on the battlefield, sacrifice Drop of Honey.";;;557.99;359.0;;1993
Trigon of Corruption;B;4;Artifact;;som;uncommon;"Trigon of Corruption enters the battlefield with three charge counters on it.
{B}{B}, {T}: Put a charge counter on Trigon of Corruption.
{2}, {T}, Remove a charge counter from Trigon of Corruption: Put a -1/-1 counter on target creature.";;;0.1;0.05;0.30;2010
Cho-Arrim Bruiser;W;6;Creature;Ogre Rebel;mmq;rare;Whenever Cho-Arrim Bruiser attacks, you may tap up to two target creatures.;3;4;0.29;0.49;1.94;1999
Geist Trappers;G;5;Creature;Human Warrior;avr;common;"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)
As long as Geist Trappers is paired with another creature, both creatures have reach.";3;5;0.1;0.1;0.15;2012
Mausoleum Secrets;B;2;Instant;;grn;rare;Undergrowth — Search your library for a black card with converted mana cost less than or equal to the number of creature cards in your graveyard, reveal it, put it into your hand, then shuffle your library.;;;1.02;0.31;2.27;2018
Alirios, Enraptured;U;3;Legendary Creature;Human;thb;uncommon;"Alirios, Enraptured enters the battlefield tapped.
Alirios doesn't untap during your untap step if you control a Reflection.
When Alirios enters the battlefield, create a 3/2 blue Reflection creature token.";2;3;0.06;0.02;0.14;2020
Memory Erosion;U;3;Enchantment;;ala;rare;Whenever an opponent casts a spell, that player mills two cards.;;;2.15;0.59;5.27;2008
Aether Tradewinds;U;3;Instant;;kld;common;Return target permanent you control and target permanent you don't control to their owners' hands.;;;0.04;0.02;0.11;2016
Thousand-Year Storm;RU;6;Enchantment;;grn;mythic;Whenever you cast an instant or sorcery spell, copy it for each other instant and sorcery spell you've cast before it this turn. You may choose new targets for the copies.;;;6.96;3.21;14.97;2018
Morgue Thrull;B;3;Creature;Thrull;sth;common;Sacrifice Morgue Thrull: Mill three cards.;2;2;0.13;0.04;;1998
Thieving Magpie;U;4;Creature;Bird;10e;uncommon;"Flying (This creature can't be blocked except by creatures with flying or reach.)
Whenever Thieving Magpie deals damage to an opponent, draw a card.";1;3;;;0.75;2007
Skittering Invasion;;7;Tribal Sorcery;Eldrazi;roe;uncommon;"Create five 0/1 colorless Eldrazi Spawn creature tokens. They have ""Sacrifice this creature: Add {C}.""";;;0.92;0.4;2.97;2010
Plow Under;G;5;Sorcery;;8ed;rare;Put two target lands on top of their owners' libraries.;;;1.94;0.09;19.98;2003
Spike Worker;G;3;Creature;Spike;sth;common;"Spike Worker enters the battlefield with two +1/+1 counters on it.
{2}, Remove a +1/+1 counter from Spike Worker: Put a +1/+1 counter on target creature.";0;0;0.08;0.08;;1998
Aspect of Lamprey;B;4;Enchantment;Aura;thb;common;"Enchant creature you control
When Aspect of Lamprey enters the battlefield, target opponent discards two cards.
Enchanted creature has lifelink.";;;0.03;0.05;0.10;2020
